ID,Name,Age,Gender,Department,Salary,Joining Date,Performance Score,Experience,Status,Location,Bonus,Normalized Salary,Experience Level,Age Group,Salary Rank,Year Joined,Monthly Salary,Employee ID,Projects,Team Lead,Salary Increase %,,,,,,
784,DANIELLE GOMEZ,46,MALE,IT,5031,6-16-2018,2.9,7,ACTIVE,NEW YORK,503.1,0.378039609,MID,MIDDLE-AGED,139,2018,419.25,784,Project B,Ayush,-13.47632542,,,,,,
182,BROOKE NORRIS,58,MALE,IT,5025,10-24-2020,2.9,13,RETIRED,LOS ANGELES,502.5,0.377287541,SENIOR,MIDDLE-AGED,140,2020,418.75,182,Project D,Ayush,-13.57951406,,,,,,
756,STANLEY BAKER,28,OTHER,SALES,5009,8-14-2017,2,2,ACTIVE,REMOTE,500.9,0.375282026,JUNIOR,YOUNG,132,2017,417.4166667,756,Project A,unknown,-15.68492081,,,,,,
57,JEREMY CONWAY,38,OTHER,IT,4954,08-11-2024,2.9,12,ACTIVE,LOS ANGELES,495.4,0.368388067,SENIOR,MIDDLE-AGED,142,2024,412.8333333,57,Project D,Ayush,-14.80057963,,,,,,
980,CRYSTAL ESPINOZA,55,FEMALE,IT,4952,09-04-2023,2,5,ACTIVE,REMOTE,495.2,0.368137378,MID,MIDDLE-AGED,143,2023,412.6666667,980,Project A,Ayush,-14.83497584,,,,,,
772,WILLIE MILLER,39,FEMALE,SALES,4949,8-27-2022,5,7,RETIRED,NEW YORK,494.9,0.367761344,MID,MIDDLE-AGED,134,2022,412.4166667,772,Project A,unknown,-16.69488383,,,,,,
702,LISA RAMIREZ,43,FEMALE,IT,4925,5-25-2016,2.9,3,ACTIVE,NEW YORK,492.5,0.364753071,MID,MIDDLE-AGED,145,2016,410.4166667,702,Project B,Ayush,-15.29932472,,,,,,
337,JOSE COSTA,58,OTHER,IT,4908,9-25-2015,2.9,18,RETIRED,NEW YORK,490.8,0.362622211,SENIOR,MIDDLE-AGED,146,2015,409,337,Project B,Ayush,-15.59169254,,,,,,
836,JONATHAN RIVERA,47,FEMALE,HR,4906,06-08-2019,2,8,RETIRED,REMOTE,490.6,0.362371522,SENIOR,MIDDLE-AGED,129,2019,408.8333333,836,Project C,Prajwal,-18.08999082,,,,,,
913,COURTNEY LOPEZ,59,FEMALE,SALES,4875,1-18-2015,2.9,6,ACTIVE,LOS ANGELES,487.5,0.358485836,MID,MIDDLE-AGED,137,2015,406.25,913,Project D,unknown,-17.94050488,,,,,,
862,DANIEL DUKE,45,MALE,HR,4808,12-13-2019,2,10,ACTIVE,REMOTE,480.8,0.350087741,SENIOR,MIDDLE-AGED,130,2019,400.6666667,862,Project A,Prajwal,-19.72618749,,,,,,
231,CONNIE LUCAS,41,OTHER,HR,4782,12-09-2015,4,7,RETIRED,LOS ANGELES,478.2,0.346828779,MID,MIDDLE-AGED,131,2015,398.5,231,Project C,Prajwal,-20.16028049,,,,,,
622,JOHN RODRIGUEZ,42,FEMALE,IT,4781,1-20-2023,2.9,4,RETIRED,LOS ANGELES,478.1,0.346703434,MID,MIDDLE-AGED,147,2023,398.4166667,622,Project A,Ayush,-17.77585208,,,,,,
468,KIMBERLY BROWN,47,OTHER,HR,4781,12-11-2021,2,18,RETIRED,REMOTE,478.1,0.346703434,SENIOR,MIDDLE-AGED,132,2021,398.4166667,468,Project C,Prajwal,-20.17697638,,,,,,
339,AMANDA CONNER,32,FEMALE,IT,4750,4-25-2017,2.9,8,ACTIVE,LOS ANGELES,475,0.342817749,SENIOR,MIDDLE-AGED,148,2017,395.8333333,339,Project D,Ayush,-18.30899339,,,,,,
695,JESSICA LOPEZ,50,FEMALE,HR,4721,11-08-2024,5,16,ACTIVE,LOS ANGELES,472.1,0.339182753,SENIOR,MIDDLE-AGED,133,2024,393.4166667,695,Project C,Prajwal,-21.17872944,,,,,,
798,MELANIE CASEY,44,OTHER,HR,4713,10-09-2017,5,2,ACTIVE,NEW YORK,471.3,0.338179995,JUNIOR,MIDDLE-AGED,134,2017,392.75,798,Project C,Prajwal,-21.31229652,,,,,,
603,MELISSA EVANS,37,FEMALE,HR,4680,11-22-2020,2,13,RETIRED,REMOTE,468,0.33404362,SENIOR,MIDDLE-AGED,136,2020,390,603,Project C,Prajwal,-21.86326071,,,,,,
59,ERIK MOSS,57,MALE,SALES,4651,02-07-2018,2.9,19,ACTIVE,LOS ANGELES,465.1,0.330408624,SENIOR,MIDDLE-AGED,141,2018,387.5833333,59,Project A,unknown,-21.71103348,,,,,,
827,MARIA FRANKLIN,60,MALE,IT,4635,10-16-2023,5,9,RETIRED,NEW YORK,463.5,0.328403109,SENIOR,SENIOR,150,2023,386.25,827,Project B,Ayush,-20.28677565,,,,,,
536,THOMAS STUART,30,MALE,HR,4615,01-07-2022,2.9,11,RETIRED,LOS ANGELES,461.5,0.325896215,SENIOR,MIDDLE-AGED,138,2022,384.5833333,536,Project A,Prajwal,-22.9484932,,,,,,
28,JORDAN WARREN,55,FEMALE,HR,4608,07-07-2018,2.9,18,RETIRED,LOS ANGELES,460.8,0.325018802,SENIOR,MIDDLE-AGED,139,2018,384,28,Project C,Prajwal,-23.06536439,,,,,,
211,JOSEPH LI,42,MALE,HR,4603,7-30-2016,2,12,RETIRED,REMOTE,460.3,0.324392078,SENIOR,MIDDLE-AGED,140,2016,383.5833333,211,Project C,Prajwal,-23.14884381,,,,,,
948,LAURA WHITE,60,OTHER,IT,4595,7-17-2016,2.9,6,RETIRED,NEW YORK,459.5,0.323389321,MID,SENIOR,151,2016,382.9166667,948,Project B,Ayush,-20.97469992,,,,,,
311,DR. SUSAN COOK,51,FEMALE,SALES,4572,7-28-2020,4,20,RETIRED,LOS ANGELES,457.2,0.320506393,SENIOR,MIDDLE-AGED,142,2020,381,311,Project B,unknown,-23.04081812,,,,,,
729,LINDA HAWKINS,60,OTHER,HR,4524,06-05-2015,3,3,RETIRED,NEW YORK,452.4,0.314489847,MID,SENIOR,141,2015,377,729,Project C,Prajwal,-24.46781868,,,,,,
277,DAVID COX,45,FEMALE,IT,4514,06-11-2022,4,2,ACTIVE,LOS ANGELES,451.4,0.3132364,JUNIOR,MIDDLE-AGED,153,2022,376.1666667,277,Project C,Ayush,-22.36774656,,,,,,
454,JAY CLARK,54,OTHER,IT,4395,9-21-2019,2,18,RETIRED,REMOTE,439.5,0.298320381,SENIOR,MIDDLE-AGED,156,2019,366.25,454,Project D,Ayush,-24.41432125,,,,,,
314,KENNETH BROWN,33,MALE,SALES,4391,05-03-2020,5,6,RETIRED,LOS ANGELES,439.1,0.297819002,MID,MIDDLE-AGED,148,2020,365.9166667,314,Project A,unknown,-26.08753989,,,,,,
425,TRICIA COLEMAN,49,MALE,SALES,4385,8-14-2019,2.9,2,RETIRED,LOS ANGELES,438.5,0.297066934,JUNIOR,MIDDLE-AGED,149,2019,365.4166667,425,Project B,unknown,-26.18853619,,,,,,
481,BRANDON FLORES,41,FEMALE,SALES,4368,11-10-2023,4,11,RETIRED,LOS ANGELES,436.8,0.294936074,SENIOR,MIDDLE-AGED,150,2023,364,481,Project C,unknown,-26.47469238,,,,,,
274,CARRIE SLOAN,30,OTHER,HR,4347,1-16-2018,4,6,RETIRED,NEW YORK,434.7,0.292303836,MID,MIDDLE-AGED,143,2018,362.25,274,Project A,Prajwal,-27.42299023,,,,,,
893,CHELSEA HILL,31,MALE,HR,4345,05-03-2024,5,12,ACTIVE,LOS ANGELES,434.5,0.292053146,SENIOR,MIDDLE-AGED,144,2024,362.0833333,893,Project B,Prajwal,-27.456382,,,,,,
261,STEPHEN MITCHELL,52,FEMALE,IT,4322,7-29-2022,3,4,ACTIVE,NEW YORK,432.2,0.289170218,MID,MIDDLE-AGED,158,2022,360.1666667,261,Project D,Ayush,-25.66978304,,,,,,
5,AMBER HARRIS,35,OTHER,IT,4317,2-15-2020,5,16,RETIRED,NEW YORK,431.7,0.288543495,SENIOR,MIDDLE-AGED,159,2020,359.75,5,Project A,Ayush,-25.75577357,,,,,,
898,LAURA MONTGOMERY,56,FEMALE,SALES,4269,6-15-2020,2.9,13,ACTIVE,LOS ANGELES,426.9,0.282526949,SENIOR,MIDDLE-AGED,152,2020,355.75,898,Project A,unknown,-28.14113135,,,,,,
691,DR. DANNY MCCANN,60,OTHER,IT,4255,09-12-2021,2.9,17,ACTIVE,NEW YORK,425.5,0.280772123,SENIOR,SENIOR,161,2021,354.5833333,691,Project B,Ayush,-26.82205618,,,,,,
441,CATHERINE JORDAN,43,FEMALE,SALES,4246,06-12-2019,2.9,11,ACTIVE,LOS ANGELES,424.6,0.279644021,SENIOR,MIDDLE-AGED,153,2019,353.8333333,441,Project C,unknown,-28.52828384,,,,,,
516,MEGAN SULLIVAN,42,FEMALE,IT,4243,5-24-2023,3,2,ACTIVE,LOS ANGELES,424.3,0.279267987,JUNIOR,MIDDLE-AGED,162,2023,353.5833333,516,Project A,Ayush,-27.02843346,,,,,,
355,KAREN RAMOS,45,FEMALE,HR,4213,11-12-2016,3,12,RETIRED,LOS ANGELES,421.3,0.275507646,SENIOR,MIDDLE-AGED,147,2016,351.0833333,355,Project A,Prajwal,-29.66023875,,,,,,
615,KIMBERLY DUNLAP,53,MALE,HR,4213,6-21-2018,2.9,2,ACTIVE,LOS ANGELES,421.3,0.275507646,JUNIOR,MIDDLE-AGED,147,2018,351.0833333,615,Project B,Prajwal,-29.66023875,,,,,,
673,STANLEY WHITE,35,FEMALE,IT,4196,11-05-2022,5,6,RETIRED,NEW YORK,419.6,0.273376786,MID,MIDDLE-AGED,163,2022,349.6666667,673,Project D,Ayush,-27.83674448,,,,,,
708,MEGAN LAMB,51,FEMALE,SALES,4164,09-11-2020,3,8,RETIRED,NEW YORK,416.4,0.269365756,SENIOR,MIDDLE-AGED,156,2020,347,708,Project D,unknown,-29.90856663,,,,,,
259,KARINA HARRIS,40,FEMALE,HR,4123,10-09-2022,4,6,RETIRED,NEW YORK,412.3,0.264226623,MID,MIDDLE-AGED,150,2022,343.5833333,259,Project A,Prajwal,-31.16286835,,,,,,
416,BRANDON SMITH,43,FEMALE,IT,4117,10-20-2015,2.9,5,ACTIVE,LOS ANGELES,411.7,0.263474555,MID,MIDDLE-AGED,164,2015,343.0833333,416,Project B,Ayush,-29.1953949,,,,,,
597,KATHY CLARK,55,FEMALE,IT,4040,5-23-2015,2,19,RETIRED,REMOTE,404,0.253823013,SENIOR,MIDDLE-AGED,165,2015,336.6666667,597,Project B,Ayush,-30.51964911,,,,,,
648,EMILY MARTIN,58,MALE,SALES,4038,09-06-2020,3,13,ACTIVE,LOS ANGELES,403.8,0.253572324,SENIOR,MIDDLE-AGED,158,2020,336.5,648,Project D,unknown,-32.02948897,,,,,,
117,SEAN OWENS,45,MALE,HR,4012,07-09-2016,2.9,10,RETIRED,LOS ANGELES,401.2,0.250313362,SENIOR,MIDDLE-AGED,152,2016,334.3333333,117,Project C,Prajwal,-33.01611153,,,,,,
183,LINDA WILSON,45,MALE,IT,3979,03-07-2024,3,12,ACTIVE,NEW YORK,397.9,0.246176987,SENIOR,MIDDLE-AGED,166,2024,331.5833333,183,Project C,Ayush,-31.56873362,,,,,,
63,JOSEPH ANDERSON,57,FEMALE,IT,3933,06-02-2023,2.9,6,ACTIVE,LOS ANGELES,393.3,0.240411131,MID,MIDDLE-AGED,168,2023,327.75,63,Project C,Ayush,-32.35984653,,,,,,
548,TARA WALLER,50,OTHER,IT,3902,10-21-2020,2.9,5,RETIRED,LOS ANGELES,390.2,0.236525445,MID,MIDDLE-AGED,170,2020,325.1666667,548,Project B,Ayush,-32.89298783,,,,,,
359,SCOTT HERNANDEZ,31,FEMALE,IT,3830,12-26-2019,2.9,5,RETIRED,LOS ANGELES,383,0.227500627,MID,MIDDLE-AGED,172,2019,319.1666667,359,Project A,Ayush,-34.13125151,,,,,,
452,CRYSTAL REYES,41,FEMALE,SALES,3824,10-20-2018,2.9,9,ACTIVE,NEW YORK,382.4,0.226748559,SENIOR,MIDDLE-AGED,163,2018,318.6666667,452,Project C,unknown,-35.6316904,,,,,,
74,AMANDA RODGERS,60,MALE,IT,3767,3-21-2018,3,3,RETIRED,LOS ANGELES,376.7,0.219603911,MID,SENIOR,173,2018,313.9166667,74,Project D,Ayush,-35.21473223,,,,,,
149,MATTHEW PERKINS,57,OTHER,IT,3757,07-12-2023,2.9,19,RETIRED,NEW YORK,375.7,0.218350464,SENIOR,MIDDLE-AGED,174,2023,313.0833333,149,Project D,Ayush,-35.3867133,,,,,,
412,TAMMY ALLISON,52,FEMALE,SALES,3739,6-29-2016,5,5,ACTIVE,LOS ANGELES,373.9,0.216094259,MID,MIDDLE-AGED,165,2016,311.5833333,412,Project A,unknown,-37.06247134,,,,,,
189,PATRICK WILLIAMS,50,OTHER,IT,3737,08-07-2021,2.9,4,ACTIVE,NEW YORK,373.7,0.21584357,MID,MIDDLE-AGED,175,2021,311.4166667,189,Project A,Ayush,-35.73067543,,,,,,
428,ASHLEY GONZALES,41,OTHER,SALES,3720,8-16-2015,2,15,RETIRED,REMOTE,372,0.21371271,SENIOR,MIDDLE-AGED,166,2015,310,428,Project C,unknown,-37.38229296,,,,,,
810,ERIC MONTGOMERY,60,FEMALE,HR,3710,07-12-2023,2.9,19,ACTIVE,LOS ANGELES,371,0.212459263,SENIOR,SENIOR,156,2023,309.1666667,810,Project B,Prajwal,-38.05826864,,,,,,
778,DANIELLE GARZA,58,OTHER,IT,3703,04-11-2016,2,6,RETIRED,REMOTE,370.3,0.21158185,MID,MIDDLE-AGED,177,2016,308.5833333,778,Project D,Ayush,-36.31541106,,,,,,
315,SAMANTHA CLARK DDS,45,OTHER,IT,3700,2-28-2016,3,2,RETIRED,NEW YORK,370,0.211205816,JUNIOR,MIDDLE-AGED,178,2016,308.3333333,315,Project B,Ayush,-36.36700538,,,,,,
312,JOHN JENSEN,58,OTHER,IT,3700,4-17-2023,2.9,16,ACTIVE,NEW YORK,370,0.211205816,SENIOR,MIDDLE-AGED,178,2023,308.3333333,312,Project D,Ayush,-36.36700538,,,,,,
418,ANGEL FULLER,39,MALE,HR,3677,08-04-2015,2.9,3,ACTIVE,NEW YORK,367.7,0.208322888,MID,MIDDLE-AGED,157,2015,306.4166667,418,Project C,Prajwal,-38.60923282,,,,,,
180,KATHRYN CHOI,34,OTHER,IT,3671,05-08-2021,2.9,16,ACTIVE,LOS ANGELES,367.1,0.20757082,SENIOR,MIDDLE-AGED,180,2021,305.9166667,180,Project B,Ayush,-36.86575047,,,,,,
219,MELISSA FLORES,38,OTHER,SALES,3663,6-14-2016,3,3,RETIRED,NEW YORK,366.3,0.206568062,MID,MIDDLE-AGED,169,2016,305.25,219,Project B,unknown,-38.34175782,,,,,,
225,LORI RODRIGUEZ,27,OTHER,IT,3660,12-15-2023,2.9,9,ACTIVE,LOS ANGELES,366,0.206192028,SENIOR,YOUNG,181,2023,305,225,Project D,Ayush,-37.05492964,,,,,,
336,DANNY ALLEN,35,MALE,HR,3656,10-10-2016,2,16,RETIRED,REMOTE,365.6,0.205690649,SENIOR,MIDDLE-AGED,159,2016,304.6666667,336,Project D,Prajwal,-38.9598464,,,,,,
58,JOHNATHAN OBRIEN,58,FEMALE,SALES,3635,04-09-2021,2.9,7,ACTIVE,NEW YORK,363.5,0.203058411,MID,MIDDLE-AGED,171,2021,302.9166667,58,Project B,unknown,-38.8130739,,,,,,
636,STACY BELL,37,FEMALE,SALES,3622,02-10-2017,2.9,15,ACTIVE,LOS ANGELES,362.2,0.20142893,SENIOR,MIDDLE-AGED,172,2017,301.8333333,636,Project A,unknown,-39.03189922,,,,,,
524,GWENDOLYN RAY,36,FEMALE,SALES,3619,06-08-2021,3,7,RETIRED,NEW YORK,361.9,0.201052895,MID,MIDDLE-AGED,173,2021,301.5833333,524,Project B,unknown,-39.08239737,,,,,,
551,PATRICIA TERRY,50,MALE,SALES,3609,1-30-2020,2.9,3,RETIRED,LOS ANGELES,360.9,0.199799448,MID,MIDDLE-AGED,174,2020,300.75,551,Project C,unknown,-39.25072454,,,,,,
143,KELLY PHILLIPS,42,FEMALE,SALES,3591,7-17-2020,5,20,RETIRED,LOS ANGELES,359.1,0.197543244,SENIOR,MIDDLE-AGED,175,2020,299.25,143,Project A,unknown,-39.55371344,,,,,,
714,MELISSA WALLACE,41,FEMALE,IT,3591,9-22-2015,2,18,RETIRED,REMOTE,359.1,0.197543244,SENIOR,MIDDLE-AGED,182,2015,299.25,714,Project D,Ayush,-38.241599,,,,,,
815,JENNIFER WARD,31,FEMALE,IT,3565,11-30-2021,5,4,ACTIVE,NEW YORK,356.5,0.194284282,MID,MIDDLE-AGED,183,2021,297.0833333,815,Project A,Ayush,-38.68874978,,,,,,
574,PATRICK RODRIGUEZ,38,MALE,IT,3532,11-18-2018,2.9,2,ACTIVE,NEW YORK,353.2,0.190147907,JUNIOR,MIDDLE-AGED,184,2018,294.3333333,574,Project D,Ayush,-39.25628729,,,,,,
415,MATTHEW HAMPTON,37,MALE,SALES,3524,7-22-2016,2.9,12,RETIRED,LOS ANGELES,352.4,0.189145149,SENIOR,MIDDLE-AGED,177,2016,293.6666667,415,Project A,unknown,-40.68150548,,,,,,
18,JACQUELINE RANDALL,31,FEMALE,HR,3519,5-18-2018,4,6,ACTIVE,NEW YORK,351.9,0.188518426,MID,MIDDLE-AGED,160,2018,293.25,18,Project D,Prajwal,-41.24718257,,,,,,
202,ELIZABETH JORDAN,23,OTHER,HR,3514,10-01-2018,2.9,2,RETIRED,LOS ANGELES,351.4,0.187891702,JUNIOR,YOUNG,162,2018,292.8333333,202,Project D,Prajwal,-41.33066199,,,,,,
366,JOHNNY COOK,52,OTHER,SALES,3504,02-12-2022,4,9,RETIRED,LOS ANGELES,350.4,0.186638255,SENIOR,MIDDLE-AGED,178,2022,292,366,Project A,unknown,-41.01815982,,,,,,
343,ZACHARY GUTIERREZ,45,OTHER,HR,3491,06-03-2019,2.9,15,RETIRED,NEW YORK,349.1,0.185008774,SENIOR,MIDDLE-AGED,164,2019,290.9166667,343,Project A,Prajwal,-41.71466733,,,,,,
165,SHERYL EVERETT DDS,57,MALE,SALES,3479,11-15-2017,2.9,13,RETIRED,NEW YORK,347.9,0.183504638,SENIOR,MIDDLE-AGED,179,2017,289.9166667,165,Project C,unknown,-41.43897774,,,,,,
263,JAMES HINES,58,MALE,IT,3439,12-13-2022,2.9,16,ACTIVE,LOS ANGELES,343.9,0.17849085,SENIOR,MIDDLE-AGED,185,2022,286.5833333,263,Project D,Ayush,-40.85571121,,,,,,
956,ERIN KELLEY,49,OTHER,SALES,3437,8-19-2019,2.9,18,RETIRED,LOS ANGELES,343.7,0.17824016,SENIOR,MIDDLE-AGED,180,2019,286.4166667,956,Project D,unknown,-42.14595185,,,,,,
582,SARA HARRIS,35,OTHER,IT,3433,03-07-2024,2.9,11,ACTIVE,NEW YORK,343.3,0.177738782,SENIOR,MIDDLE-AGED,186,2024,286.0833333,582,Project A,Ayush,-40.95889985,,,,,,
766,STEVE SMITH,42,FEMALE,SALES,3414,2-13-2023,2,20,RETIRED,REMOTE,341.4,0.175357232,SENIOR,MIDDLE-AGED,181,2023,284.5,766,Project C,unknown,-42.53310434,,,,,,
195,ERIC YORK,34,MALE,HR,3397,6-25-2022,4,2,ACTIVE,LOS ANGELES,339.7,0.173226373,JUNIOR,MIDDLE-AGED,169,2022,283.0833333,195,Project B,Prajwal,-43.28408047,,,,,,
758,MR. HARRY ALLEN,34,OTHER,SALES,3395,5-31-2015,3,4,ACTIVE,LOS ANGELES,339.5,0.172975683,MID,MIDDLE-AGED,182,2015,282.9166667,758,Project C,unknown,-42.85292597,,,,,,
196,BREANNA BALLARD,20,OTHER,SALES,3386,8-31-2020,2.9,2,RETIRED,NEW YORK,338.6,0.171847581,JUNIOR,YOUNG,183,2020,282.1666667,196,Project B,unknown,-43.00442042,,,,,,
224,CHERYL POTTER,59,MALE,IT,3379,7-30-2018,2.9,8,RETIRED,LOS ANGELES,337.9,0.170970168,SENIOR,MIDDLE-AGED,187,2018,281.5833333,224,Project D,Ayush,-41.88759761,,,,,,
934,JEANETTE MCBRIDE,37,MALE,IT,3364,12-10-2015,2,8,ACTIVE,REMOTE,336.4,0.169089997,SENIOR,MIDDLE-AGED,188,2015,280.3333333,934,Project D,Ayush,-42.14556921,,,,,,
353,PAUL WALTERS,39,FEMALE,SALES,3353,11-12-2017,2.9,15,ACTIVE,LOS ANGELES,335.3,0.167711206,SENIOR,MIDDLE-AGED,184,2017,279.4166667,353,Project D,unknown,-43.55990008,,,,,,
652,JULIAN MAXWELL,47,FEMALE,IT,3343,1-26-2022,2.9,2,RETIRED,LOS ANGELES,334.3,0.166457759,JUNIOR,MIDDLE-AGED,189,2022,278.5833333,652,Project A,Ayush,-42.50672945,,,,,,
915,BENJAMIN BROWN,31,FEMALE,HR,3340,12-19-2016,2.9,4,RETIRED,LOS ANGELES,334,0.166081725,MID,MIDDLE-AGED,171,2016,278.3333333,915,Project C,Prajwal,-44.23574589,,,,,,
902,ANDREA BOND,50,OTHER,HR,3312,06-08-2023,2.9,4,RETIRED,LOS ANGELES,331.2,0.162572073,MID,MIDDLE-AGED,172,2023,276,902,Project B,Prajwal,-44.70323065,,,,,,
537,JOSEPH ADAMS,31,FEMALE,SALES,3299,2-28-2018,2.9,10,RETIRED,NEW YORK,329.9,0.160942592,SENIOR,MIDDLE-AGED,185,2018,274.9166667,537,Project A,unknown,-44.46886679,,,,,,
975,BRETT MYERS,37,MALE,IT,3288,5-16-2018,2,15,RETIRED,REMOTE,328.8,0.1595638,SENIOR,MIDDLE-AGED,190,2018,274,975,Project B,Ayush,-43.45262532,,,,,,
162,MARIO NEWMAN,36,OTHER,IT,3284,4-20-2015,2.9,15,RETIRED,LOS ANGELES,328.4,0.159062422,SENIOR,MIDDLE-AGED,191,2015,273.6666667,162,Project A,Ayush,-43.52141775,,,,,,
808,JEREMY COOPER,58,FEMALE,HR,3241,9-16-2023,2,6,ACTIVE,REMOTE,324.1,0.1536726,MID,MIDDLE-AGED,173,2023,270.0833333,808,Project D,Prajwal,-45.88863845,,,,,,
294,GARY GRANT,41,OTHER,IT,3174,09-05-2017,2,16,RETIRED,REMOTE,317.4,0.145274505,SENIOR,MIDDLE-AGED,193,2017,264.5,294,Project D,Ayush,-45.41320948,,,,,,
288,MICHELE ROMAN,60,OTHER,HR,3162,6-14-2017,2.9,20,ACTIVE,NEW YORK,316.2,0.143770369,SENIOR,SENIOR,175,2017,263.5,288,Project B,Prajwal,-47.20761332,,,,,,
583,NICHOLAS ANDERSON,60,MALE,SALES,3154,2-13-2016,2.9,12,RETIRED,NEW YORK,315.4,0.142767611,SENIOR,SENIOR,186,2016,262.8333333,583,Project B,unknown,-46.90961075,,,,,,
789,LAUREN WILLIAMS,27,OTHER,SALES,3153,12-04-2020,2,5,ACTIVE,REMOTE,315.3,0.142642266,MID,YOUNG,187,2020,262.75,789,Project D,unknown,-46.92644347,,,,,,
506,DR. JUSTIN VEGA,50,FEMALE,HR,3135,3-20-2020,2.9,17,RETIRED,LOS ANGELES,313.5,0.140386062,SENIOR,MIDDLE-AGED,176,2020,261.25,506,Project B,Prajwal,-47.6584022,,,,,,
965,APRIL PARSONS,46,OTHER,IT,3132,07-04-2015,2,10,RETIRED,REMOTE,313.2,0.140010028,SENIOR,MIDDLE-AGED,194,2015,261,965,Project B,Ayush,-46.13552996,,,,,,
136,DONNA FOX,49,MALE,SALES,3128,9-29-2023,2,6,RETIRED,REMOTE,312.8,0.139508649,MID,MIDDLE-AGED,188,2023,260.6666667,136,Project D,unknown,-47.34726139,,,,,,
616,DAVID PENA,59,MALE,IT,3105,07-09-2017,3,9,ACTIVE,LOS ANGELES,310.5,0.136625721,SENIOR,MIDDLE-AGED,195,2017,258.75,616,Project C,Ayush,-46.59987884,,,,,,
534,TONI HALL,53,OTHER,HR,3093,10-23-2016,3,7,ACTIVE,NEW YORK,309.3,0.135121584,MID,MIDDLE-AGED,177,2016,257.75,534,Project A,Prajwal,-48.35962935,,,,,,
256,MEGHAN BURGESS,49,MALE,HR,3081,8-23-2017,2.9,5,RETIRED,NEW YORK,308.1,0.133617448,MID,MIDDLE-AGED,178,2017,256.75,256,Project B,Prajwal,-48.55997996,,,,,,
526,ASHLEY BARBER,55,MALE,IT,3072,8-26-2022,2.9,16,RETIRED,NEW YORK,307.2,0.132489346,SENIOR,MIDDLE-AGED,197,2022,256,526,Project D,Ayush,-47.16741636,,,,,,
513,RYAN HESS,41,MALE,HR,3067,12-06-2023,2,19,ACTIVE,REMOTE,306.7,0.131862622,SENIOR,MIDDLE-AGED,179,2023,255.5833333,513,Project B,Prajwal,-48.79372235,,,,,,
187,ANTHONY LUCAS,48,FEMALE,HR,3064,8-26-2023,4,11,ACTIVE,NEW YORK,306.4,0.131486588,SENIOR,MIDDLE-AGED,180,2023,255.3333333,187,Project B,Prajwal,-48.84381,,,,,,
3,CHAD NICHOLS,57,OTHER,SALES,3058,02-12-2019,2.9,2,RETIRED,NEW YORK,305.8,0.13073452,JUNIOR,MIDDLE-AGED,191,2019,254.8333333,3,Project D,unknown,-48.52555158,,,,,,
192,JOHN SULLIVAN,29,OTHER,IT,3049,8-29-2018,4,2,RETIRED,NEW YORK,304.9,0.129606418,JUNIOR,YOUNG,199,2018,254.0833333,192,Project D,Ayush,-47.56297281,,,,,,
286,MR. KEVIN BRADLEY,29,FEMALE,SALES,2993,2-14-2015,2.9,8,RETIRED,LOS ANGELES,299.3,0.122587115,SENIOR,YOUNG,192,2015,249.4166667,286,Project A,unknown,-49.61967818,,,,,,
453,LINDSEY HALL,23,OTHER,IT,2978,5-17-2022,2,5,ACTIVE,REMOTE,297.8,0.120706944,MID,YOUNG,202,2022,248.1666667,453,Project B,Ayush,-48.78403838,,,,,,
520,OMAR THOMAS,60,MALE,SALES,2949,11-12-2015,2,18,RETIRED,REMOTE,294.9,0.117071948,SENIOR,SENIOR,193,2015,245.75,520,Project A,unknown,-50.36031772,,,,,,
864,MISS JESSICA JONES,39,MALE,HR,2947,10-04-2021,2.9,10,RETIRED,LOS ANGELES,294.7,0.116821258,SENIOR,MIDDLE-AGED,181,2021,245.5833333,864,Project D,Prajwal,-50.79722848,,,,,,
946,JOEL TYLER,49,MALE,SALES,2940,05-05-2020,5,8,RETIRED,NEW YORK,294,0.115943846,SENIOR,MIDDLE-AGED,194,2020,245,946,Project D,unknown,-50.51181218,,,,,,
879,ASHLEY ALVARADO,54,OTHER,IT,2937,10-03-2018,2.9,13,RETIRED,LOS ANGELES,293.7,0.115567811,SENIOR,MIDDLE-AGED,203,2018,244.75,879,Project D,Ayush,-49.48916075,,,,,,
171,TYLER FIGUEROA,48,FEMALE,SALES,2913,12-04-2020,2,6,ACTIVE,REMOTE,291.3,0.112559539,MID,MIDDLE-AGED,195,2020,242.75,171,Project D,unknown,-50.96629553,,,,,,
794,CARRIE CLARK,30,FEMALE,HR,2912,12-21-2018,2.9,11,ACTIVE,NEW YORK,291.2,0.112434194,SENIOR,MIDDLE-AGED,182,2018,242.6666667,794,Project C,Prajwal,-51.38158444,,,,,,
102,JENNIFER HANSEN,27,OTHER,HR,2912,2-22-2020,2,3,RETIRED,REMOTE,291.2,0.112434194,MID,YOUNG,182,2020,242.6666667,102,Project B,Prajwal,-51.38158444,,,,,,
646,ALICE MARTIN,37,MALE,HR,2899,02-10-2021,2,4,RETIRED,REMOTE,289.9,0.110804713,MID,MIDDLE-AGED,184,2021,241.5833333,646,Project C,Prajwal,-51.59863094,,,,,,
119,TARA HUDSON,48,FEMALE,IT,2898,01-02-2022,2.9,12,RETIRED,LOS ANGELES,289.8,0.110679368,SENIOR,MIDDLE-AGED,204,2022,241.5,119,Project D,Ayush,-50.15988691,,,,,,
